"Date","Name","RepoType","RepoHost","Storepath","StorageTotal","StorageFree","FreePercentage"
"16.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","92160","24850.19","27"
"16.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","92160","24850.19","27"
"16.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","92160","24850.19","27"
"16.03.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","92160","24850.19","27"
"16.03.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","48304.16","52"
"16.03.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","48304.16","52"
"16.03.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","48304.16","52"
"16.03.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","48304.16","52"
"16.03.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","48304.16","52"
"16.03.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","48304.16","52"
"16.03.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","48304.16","52"
"16.03.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","48304.16","52"
"16.03.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1970.75","38"
"17.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1069.31","11"
"17.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35623.34","80"
"17.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","12146.52","40"
"17.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","9720.42","32"
"17.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","393.78","49"
"17.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"17.03.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11469.25","26"
"17.03.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11469.25","26"
"17.03.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","6977.99","38"
"17.03.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","485.18","47"
"17.03.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11469.25","26"
"17.03.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","624.08","78"
"17.03.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30399.78","68"
"17.03.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","274.72","21"
"17.03.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","92160","24231.14","26"
"17.03.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","92160","24231.14","26"
"17.03.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","92160","24231.14","26"
"17.03.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","92160","24231.14","26"
"17.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","92160","24231.14","26"
"17.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","92160","24231.14","26"
"17.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","92160","24231.14","26"
"17.03.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","92160","24231.14","26"
"17.03.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","47824.20","52"
"17.03.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","47824.20","52"
"17.03.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","47824.20","52"
"17.03.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","47824.20","52"
"17.03.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","47824.20","52"
"17.03.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","47824.20","52"
"17.03.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","47824.20","52"
"17.03.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","47824.20","52"
"17.03.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1969.01","38"
"18.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","979.01","10"
"18.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35636.03","80"
"18.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","12227.89","41"
"18.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","9934.05","32"
"18.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","395.86","49"
"18.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"18.03.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11454.45","26"
"18.03.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11454.45","26"
"18.03.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","6895.39","37"
"18.03.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","485.07","47"
"18.03.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11454.45","26"
"18.03.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","625.11","78"
"18.03.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30550.99","68"
"18.03.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","274.16","21"
"18.03.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","92160","24053.93","26"
"18.03.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","92160","24053.93","26"
"18.03.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","92160","24053.93","26"
"18.03.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","92160","24053.93","26"
"18.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","92160","24053.93","26"
"18.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","92160","24053.93","26"
"18.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","92160","24053.93","26"
"18.03.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","92160","24053.93","26"
"18.03.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","46910.12","51"
"18.03.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","46910.12","51"
"18.03.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","46910.12","51"
"18.03.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","46910.12","51"
"18.03.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","46910.12","51"
"18.03.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","46910.12","51"
"18.03.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","46910.12","51"
"18.03.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","46910.12","51"
"18.03.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1969.78","38"
"19.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","958.35","10"
"19.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35643.58","80"
"19.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","12248.54","41"
"19.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","9972.31","32"
"19.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","396.51","50"
"19.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"19.03.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11540.75","26"
"19.03.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11540.75","26"
"19.03.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","6891.91","37"
"19.03.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","485.08","47"
"19.03.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11540.75","26"
"19.03.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","624.41","78"
"19.03.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30343.48","68"
"19.03.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","274.06","21"
"19.03.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","92160","23658.04","26"
"19.03.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","92160","23658.04","26"
"19.03.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","92160","23658.04","26"
"19.03.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","92160","23658.04","26"
"19.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","92160","23658.04","26"
"19.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","92160","23658.04","26"
"19.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","92160","23658.04","26"
"19.03.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","92160","23658.04","26"
"19.03.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","47839.30","52"
"19.03.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","47839.30","52"
"19.03.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","47839.30","52"
"19.03.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","47839.30","52"
"19.03.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","47839.30","52"
"19.03.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","47839.30","52"
"19.03.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","47839.30","52"
"19.03.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","47839.30","52"
"19.03.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1969.34","38"
"20.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","952.20","9"
"20.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35639.10","80"
"20.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","12320.85","41"
"20.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","9901.92","32"
"20.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","395.94","49"
"20.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"20.03.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11422.58","26"
"20.03.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11422.58","26"
"20.03.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","6907.53","37"
"20.03.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","482.33","47"
"20.03.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11422.58","26"
"20.03.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","624.09","78"
"20.03.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30461.40","68"
"20.03.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","269.78","20"
"20.03.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","92160","23317.12","25"
"20.03.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","92160","23317.12","25"
"20.03.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","92160","23317.12","25"
"20.03.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","92160","23317.12","25"
"20.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","92160","23317.12","25"
"20.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","92160","23317.12","25"
"20.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","92160","23317.12","25"
"20.03.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","92160","23317.12","25"
"20.03.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","47399.09","51"
"20.03.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","47399.09","51"
"20.03.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","47399.09","51"
"20.03.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","47399.09","51"
"20.03.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","47399.09","51"
"20.03.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","47399.09","51"
"20.03.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","47399.09","51"
"20.03.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","47399.09","51"
"20.03.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1961.18","38"
"21.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","933.68","9"
"21.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35637.66","80"
"21.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","12342.44","41"
"21.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","9861.08","32"
"21.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","390.87","49"
"21.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
