"Date","Name","RepoType","RepoHost","Storepath","StorageTotal","StorageFree","FreePercentage"
"25.02.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1841.38","18"
"25.02.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35695.55","80"
"25.02.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","11826.81","39"
"25.02.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","8683.10","28"
"25.02.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","400.27","50"
"25.02.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"25.02.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11819.45","26"
"25.02.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11819.45","26"
"25.02.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","6723.01","36"
"25.02.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","475.04","46"
"25.02.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11819.45","26"
"25.02.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","616.53","77"
"25.02.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30725.59","69"
"25.02.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","255.03","19"
"25.02.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","71680","16970.40","24"
"25.02.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","71680","16970.40","24"
"25.02.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","71680","16970.40","24"
"25.02.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","71680","16970.40","24"
"25.02.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","71680","16970.40","24"
"25.02.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","71680","16970.40","24"
"25.02.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","71680","16970.40","24"
"25.02.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","71680","16970.40","24"
"25.02.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","49065.11","53"
"25.02.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","49065.11","53"
"25.02.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","49065.11","53"
"25.02.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","49065.11","53"
"25.02.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","49065.11","53"
"25.02.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","49065.11","53"
"25.02.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","49065.11","53"
"25.02.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","49065.11","53"
"25.02.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1976.78","39"
"26.02.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1841.38","18"
"26.02.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35695.55","80"
"26.02.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","11827.10","39"
"26.02.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","8567.15","28"
"26.02.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","400.27","50"
"26.02.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"26.02.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11819.44","26"
"26.02.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11819.44","26"
"26.02.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","7479.79","41"
"26.02.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","475.04","46"
"26.02.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11819.44","26"
"26.02.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","616.53","77"
"26.02.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30725.59","69"
"26.02.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","255.03","19"
"26.02.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","71680","16970.40","24"
"26.02.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","71680","16970.40","24"
"26.02.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","71680","16970.40","24"
"26.02.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","71680","16970.40","24"
"26.02.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","71680","16970.40","24"
"26.02.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","71680","16970.40","24"
"26.02.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","71680","16970.40","24"
"26.02.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","71680","16970.40","24"
"26.02.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","49065.11","53"
"26.02.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","49065.11","53"
"26.02.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","49065.11","53"
"26.02.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","49065.11","53"
"26.02.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","49065.11","53"
"26.02.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","49065.11","53"
"26.02.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","49065.11","53"
"26.02.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","49065.11","53"
"26.02.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1977.73","39"
"27.02.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1824.29","18"
"27.02.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35675.15","80"
"27.02.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","11825.58","39"
"27.02.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","8762.56","29"
"27.02.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","394.88","49"
"27.02.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"27.02.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11679.34","26"
"27.02.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11679.34","26"
"27.02.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","7672.71","42"
"27.02.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","483.32","47"
"27.02.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11679.34","26"
"27.02.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","624.10","78"
"27.02.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30540.93","68"
"27.02.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","270.02","20"
"27.02.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","71680","16855.82","24"
"27.02.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","71680","16855.82","24"
"27.02.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","71680","16855.82","24"
"27.02.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","71680","16855.82","24"
"27.02.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","71680","16855.82","24"
"27.02.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","71680","16855.82","24"
"27.02.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","71680","16855.82","24"
"27.02.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","71680","16855.82","24"
"27.02.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","48706.33","53"
"27.02.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","48706.33","53"
"27.02.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","48706.33","53"
"27.02.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","48706.33","53"
"27.02.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","48706.33","53"
"27.02.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","48706.33","53"
"27.02.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","48706.33","53"
"27.02.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","48706.33","53"
"27.02.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1968.29","38"
"28.02.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1810.76","18"
"28.02.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35652.11","80"
"28.02.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","11760.85","39"
"28.02.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","8796.90","29"
"28.02.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","391.48","49"
"28.02.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"28.02.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11631.13","26"
"28.02.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11631.13","26"
"28.02.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","7519.38","41"
"28.02.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","485.20","47"
"28.02.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11631.13","26"
"28.02.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","625.37","78"
"28.02.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30508.37","68"
"28.02.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","270.30","20"
"28.02.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","71680","16592.08","23"
"28.02.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","71680","16592.08","23"
"28.02.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","71680","16592.08","23"
"28.02.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","71680","16592.08","23"
"28.02.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","71680","16592.08","23"
"28.02.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","71680","16592.08","23"
"28.02.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","71680","16592.08","23"
"28.02.2018","ES1_EE2203_BackupCopy_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_BackupCopy_04$\ES1_EE2203_BackupCopy_04","71680","16592.08","23"
"28.02.2018","ES2_BE1401_Backup_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_Backup_01$\ES2_BE1401_Backup_01","92160","48560.19","53"
"28.02.2018","ES2_BE1401_Backup_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_Backup_02$\ES2_BE1401_Backup_02","92160","48560.19","53"
"28.02.2018","ES2_BE1401_Backup_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_Backup_03$\ES2_BE1401_Backup_03","92160","48560.19","53"
"28.02.2018","ES2_BE1401_Backup_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_Backup_04$\ES2_BE1401_Backup_04","92160","48560.19","53"
"28.02.2018","ES2_BE1401_BackupCopy_01","CIFS Share","sv00451.ead.dom","\\es2-isi-01bck-n1.ead.dom\ES2_BE1401_BackupCopy_01$\ES2_BE1401_BackupCopy_01","92160","48560.19","53"
"28.02.2018","ES2_BE1401_BackupCopy_02","CIFS Share","sv00452.ead.dom","\\es2-isi-01bck-n2.ead.dom\ES2_BE1401_BackupCopy_02$\ES2_BE1401_BackupCopy_02","92160","48560.19","53"
"28.02.2018","ES2_BE1401_BackupCopy_03","CIFS Share","sv00453.ead.dom","\\es2-isi-01bck-n3.ead.dom\ES2_BE1401_BackupCopy_03$\ES2_BE1401_BackupCopy_03","92160","48560.19","53"
"28.02.2018","ES2_BE1401_BackupCopy_04","CIFS Share","sv00454.ead.dom","\\es2-isi-01bck-n4.ead.dom\ES2_BE1401_BackupCopy_04$\ES2_BE1401_BackupCopy_04","92160","48560.19","53"
"28.02.2018","DS_WB_BackupCopy_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_BackupCopy_01\DS_WB_BackupCopy_01","5120","1970.29","38"
"01.03.2018","FER_FR_Backup_01","Windows Local","fersrvveeam01.eu.degussanet.com","G:\FER_FR_Backup_01","10035.87","1793.05","18"
"01.03.2018","DS_WB_Backup_04","Windows Local","ds2918.eu.degussanet.com","G:\DS_WB_Backup_04","44711.86","35667.35","80"
"01.03.2018","DS_WB_Backup_01","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_01\DS_WB_Backup_01","30172.16","11661.51","39"
"01.03.2018","DS_WB_Backup_03","CIFS Share","ds2918.eu.degussanet.com","\\issvm0101-cifs.eu.degussanet.com\DS_WB_Backup_03\DS_WB_Backup_03","30720","8774.97","29"
"01.03.2018","MOS_SERVERRM_Backup_01","CIFS Share","mos01012.eu.degussanet.com","\\mos1000.eu.degussanet.com\MOS_SERVERRM_Backup_01\MOS_SERVERRM_Backup_01","800","394.60","49"
"01.03.2018","DS_WB_BackupCopy_02","Windows Local","ds2918.eu.degussanet.com","F:\DS_WB_BackupCopy_02","1117.33","1117.16","100"
"01.03.2018","WES_FR_Backup_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_Backup_01","44711.86","11545.92","26"
"01.03.2018","WES_FR_BackupCopy_01","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_01","44711.86","11545.92","26"
"01.03.2018","DS_WB_Backup_02","CIFS Share","ds2918.eu.degussanet.com","\\isnas11b.eu.degussanet.com\DS_WB_Backup_02\DS_WB_Backup_02","18432","7369.89","40"
"01.03.2018","WTT_B201_Backup_01","Windows Local","wttvee01.eu.degussanet.com","D:\WTT_B201_Backup_01","1024.00","484.99","47"
"01.03.2018","WES_FR_BackupCopy_02","Windows Local","wessrvveeam01.eu.degussanet.com","G:\WES_FR_BackupCopy_02","44711.86","11545.92","26"
"01.03.2018","PDK_SERVERRM_Backup_01","Windows Local","pdk01005.eu.degussanet.com","D:\PDK_SERVERRM_Backup_01","799.87","624.94","78"
"01.03.2018","RFN_N297_Backup_01","Windows Local","rfn1345.eu.degussanet.com","D:\RFN_N297_Backup_01","44711.86","30492.33","68"
"01.03.2018","HEE_B1240_Backup_01","Windows Local","heevee01.eu.degussanet.com","D:\HEE_B1240_Backup_01","1331.20","275.62","21"
"01.03.2018","ES1_EE2203_Backup_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_Backup_01$\ES1_EE2203_Backup_01","71680","16248.30","23"
"01.03.2018","ES1_EE2203_Backup_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_Backup_03$\ES1_EE2203_Backup_03","71680","16248.30","23"
"01.03.2018","ES1_EE2203_Backup_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_Backup_02$\ES1_EE2203_Backup_02","71680","16248.30","23"
"01.03.2018","ES1_EE2203_Backup_04","CIFS Share","sv00450.ead.dom","\\es1-isi-01bck-n4.ead.dom\ES1_EE2203_Backup_04$\ES1_EE2203_Backup_04","71680","16248.30","23"
"01.03.2018","ES1_EE2203_BackupCopy_01","CIFS Share","sv00447.ead.dom","\\es1-isi-01bck-n1.ead.dom\ES1_EE2203_BackupCopy_01$\ES1_EE2203_BackupCopy_01","71680","16248.30","23"
"01.03.2018","ES1_EE2203_BackupCopy_02","CIFS Share","sv00448.ead.dom","\\es1-isi-01bck-n2.ead.dom\ES1_EE2203_BackupCopy_02$\ES1_EE2203_BackupCopy_02","71680","16248.30","23"
"01.03.2018","ES1_EE2203_BackupCopy_03","CIFS Share","sv00449.ead.dom","\\es1-isi-01bck-n3.ead.dom\ES1_EE2203_BackupCopy_03$\ES1_EE2203_BackupCopy_03","71680","16248.30","23"
